processedtransactionid,acceptorcountrycode,acceptorpostalcode,acceptorstatecode,acceptorstreetaddress,authdate,authday,authenticationindicator,authenticationvalue,authhour,authmonth,authorizationtype,authresult,authtimestamp,authweekofyear,authyear,avs_rslt,brandcardtype,brandcategory,brandcode,branddescription,card_brnd_tr,cardbrand,cardbrand_bindb,cardcommercial,cardexpirymonth,cardexpiryyear,cardissuetype,cardissuetypeid,cardprepaid,cardproduct_bindb,cardschemaid,cardschemaname,cardsubtype,cardsubtypeid,cardtype,cardtype_bindb,cardusage,cardusageid,categorycodegroup,channel,channelname,channelsubtype,channelsubtypename,country_mid,countryid,countryname,cv2_rslt,cvvresponse,cvvresult,ddresult,detailedcode,transactiontype,detailedmessage,eci_sli,effectivedwoindicator,ext_rc,firstsixdigits,fraudflag,fraudimportdate,fraudreportdate,initialrecurring,int_rc,internalamount,iscommercial,isprepaid,isprivatelabel,issuercode,issuercountry,issuercountrycode,issuerid,memberid,originalamount,originalcurrencyid,parenttransactionid,pos_mode,processorid,productcode,productdescription,productsubcode,recurringpayments,reg,resp_code,servicetypeid,servicetypename,submerchantid,threedsecureenrollmentid,threedxid,ucaf_ind,use3dsecure,vbv_rslt,avsthere,cv2there,expthere,threedthere,cb_flag,fraud_related_cb_flag,doublelabel_cb,timestamp,cardexpirydate,submerchant,timestamp_unix,euramount,threedsused,recurring,cvvused,cardprivate,pinaccess,signatureaccess,diffcardexpirydate,diffcardexpirydatebucketed,difffirsttimestampmerch,diffprevtimestampmerch,avginternalamountmerch,stddevinternalamountmerch,avgdiffprevtimestampmerch,stddevdiffprevtimestampmerch,fraudratiomerch,difffirsttimestampmcc,diffprevtimestampmcc,avginternalamountmcc,stddevinternalamountmcc,avgdiffprevtimestampmcc,stddevdiffprevtimestampmcc,fraudratiomcc,difffirsttimestampcard,diffprevtimestampcard,avginternalamountcard,stddevinternalamountcard,avgdiffprevtimestampcard,stddevdiffprevtimestampcard,fraudratiocard,difffirsttimestampcountry,diffprevtimestampcountry,avginternalamountcountry,stddevinternalamountcountry,avgdiffprevtimestampcountry,stddevdiffprevtimestampcountry,fraudratiocountry,avginternalamountmerch50,stddevinternalamountmerch50,avgdiffprevtimestampmerch50,stddevdiffprevtimestampmerch50,dispAvgInternalamountmerch50,dispAvgprevtsdiffmerch50,avginternalamountmcc50,stddevinternalamountmcc50,avgdiffprevtimestampmcc50,stddevdiffprevtimestampmcc50,dispAvgInternalamountmcc50,dispAvgprevtsdiffmcc50,avginternalamountcard50,stddevinternalamountcard50,avgdiffprevtimestampcard50,stddevdiffprevtimestampcard50,dispAvgInternalamountcard50,dispAvgprevtsdiffcard50,avginternalamountcountry50,stddevinternalamountcountry50,avgdiffprevtimestampcountry50,stddevdiffprevtimestampcountry50,dispAvgInternalamountcountry50,dispAvgprevtsdiffcountry50,bool2x_Avginternalamountcard50,bool2x_curr_Avginternalamountcard,bool2x_Avgdiffprevtimestampcard50,bool2x_Avginternalamountmerch50,bool2x_curr_Avginternalamountmerch,bool2x_Avgdiffprevtimestampmerch50,bool2x_Avginternalamountmcc50,bool2x_curr_Avginternalamountmcc,bool2x_Avgdiffprevtimestampmcc50,bool2x_Avginternalamountcountry50,bool2x_curr_Avginternalamountcountry,bool2x_Avgdiffprevtimestampcountry50,cardaccess,acceptorcountry,processor,digitalwalletoperator,avsused,avsresult,eci,cavvresult,ucafindicator,currency,cardcountry,posentrymode,mcccode,merchantcountry,midcountry,threedsused_index,initialrecurring_index,recurring_index,acceptorpostalcode_index,cvvused_index,cardprepaid_index,cardcommercial_index,cardprivate_index,pinaccess_index,signatureaccess_index,bool2x_Avginternalamountcard50_index,bool2x_curr_Avginternalamountcard_index,bool2x_Avgdiffprevtimestampcard50_index,bool2x_Avginternalamountmerch50_index,bool2x_curr_Avginternalamountmerch_index,bool2x_Avgdiffprevtimestampmerch50_index,bool2x_Avginternalamountmcc50_index,bool2x_curr_Avginternalamountmcc_index,bool2x_Avgdiffprevtimestampmcc50_index,bool2x_Avginternalamountcountry50_index,bool2x_curr_Avginternalamountcountry_index,bool2x_Avgdiffprevtimestampcountry50_index,transactiontype_index,cardaccess_index,channel_index,channelsubtype_index,acceptorcountry_index,acceptorstatecode_index,processor_index,cvvresult_index,ddresult_index,digitalwalletoperator_index,avsused_index,avsresult_index,eci_index,cavvresult_index,ucafindicator_index,currency_index,cardbrand_index,brandcardtype_index,cardcountry_index,cardtype_index,posentrymode_index,mcccode_index,merchantcountry_index,midcountry_index,prediction,prob1,prob2,rawpred1,rawpred2,rank
1937200539,826,BS32 4QW,"","Redwood House, Brotherswood Court, Ground floor",2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:11,31,2019,"",VisaDebit,Visa,067,Visa Gold,Visa Gold,"",VISA,"",2,2023,"","","",GOLD,2,Visa,"","","",DEBIT,"","",7299,1,ECOM,"","",United Kingdom,392,Japan,"","",0,1,00,Payment,Approved,07,0,00,405762,"","","","","",53.699587,false,false,false,"",Japan,"",405743,5010695,6500.000000,392,"",102,21,P,Visa Gold,"",false,Foreign - REST,Transaction approved,2,Debit,"","","",0,false,"",0,0,1,1,"","",0.0,2019-08-01T00:00:11.000Z,2023-02-28,none,1564617611,53.699587,false,false,false,false,none,none,1307,3,21,19,219.7284956364,652.745679140294,4772.401069518716,7127.540078499416,0.0,212,19,96.0073194132,297.409961926734,36.07169893066031,66.62730961627173,0.014997727617027723,0,742956,53.6995870000,0.0,742956.0,0.0,0.0,212,7,158.1307971945,455.47206306134456,5.387508202497795,9.020804745075797,0.0011947868346433312,177.56545738,429.22620377089936,4688.28,6205.186760793468,-0.06459336247454185,-0.011802258365753973,174.63089372,261.5486633156548,79.72,101.2668811827924,0.2643609306071888,0.6551112647460088,53.699587,0.0,0.0,0.0,0.0,0.0,152.02366916,250.11929297474524,7.08,6.060376495343018,-0.013408348238643704,0.18762093242580033,false,false,false,false,false,false,false,false,true,false,false,false,none,826,21,none,false,none,07,none,0,392,392,102,7299,392,826,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,2.0,10.0,5.0,0.0,0.0,0.81801474,0.18198529,0.75147724,-0.75147724,11
1937200537,826,WC2B 6UN,"","Kingsway, Imperial House 15, c/o Alliots, 4th Floor",2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:11,31,2019,"",VisaDebit,Visa,005,VISA.,VISA.,14,VISA,false,3,2021,Debit,2,false,CLASSIC,2,Visa,CLASSIC,3,VisaDebit,DEBIT,NON USA CONSUMER DEBIT - NO PIN ACCESS,9,7995,1,ECOM,"","",United Kingdom,642,Romania,M,M,1,1,00,Payment,Approved,07,0,00,474573,"","","","","",6.467423,false,false,false,4943,Romania,642,456400,5016505,30.600000,946,"",812,21,F,Visa Classic,"",false,Foreign - EMEA,Transaction approved,2,Debit,"","","",0,true,"",0,1,1,1,"","",0.0,2019-08-01T00:00:11.000Z,2021-03-31,none,1564617611,6.467423,true,false,true,false,false,none,608,2,212,13,46.1578606932,194.45517470650478,10.897862365616987,179.19593675986056,1.2983851334902216E-4,212,5,46.8645973479,149.40966980427,1.117271422161529,2.3918800476742295,0.0023676831909992613,209,96951,24.7653258164,38.71533895975809,90175.86956521739,144414.1500351881,0.0,212,95,38.8361414894,139.57679547528775,16.761386253679813,36.2276890591161,2.7088807992530596E-4,74.9054473,144.70990018932005,24.86,19.964263991810313,0.1478365728769591,0.07791548115900414,40.3674424,44.33546439376314,1.3,1.8210783977117093,-0.04348550503064104,0.07639537694047374,23.7354058,35.94320603376281,57366.2,87426.65703623016,-0.02660237632093399,-0.2271915152166388,36.55780992,53.84010961636167,65.38,51.02615975744046,-0.016323139972097896,1.3420291221718461,false,false,false,false,false,true,false,false,false,false,false,true,none,826,21,none,false,none,07,none,0,946,642,812,7995,642,826,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,0.87999463,0.12000539,0.99618953,-0.99618953,12
1937200525,826,EC1N 2SW,"",138 Holborn,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:11,31,2019,D,VisaDebit,Visa,005,VISA.,VISA.,14,VISA,false,12,2019,Debit,2,false,CLASSIC,2,Visa,CLASSIC,3,VisaDebit,DEBIT,DEBIT HYBRID (PIN AND SIGNATURE),4,5499,1,ECOM,"","",United Kingdom,840,United States,M,M,1,1,00,Payment,Approved,07,0,00,473702,"","","","","",32.814147,false,false,false,"",United States,840,438599,145871,36.590000,840,"",812,21,F,Visa Classic,"",true,Foreign - REST,Transaction approved,2,Debit,"","","",0,false,"",1,1,1,1,"","",0.0,2019-08-01T00:00:11.000Z,2019-12-31,none,1564617611,32.814147,false,true,true,false,true,true,152,2,212,55,100.5589399860,178.54434925146424,106.89791952379562,236.54886138451516,0.0025280932854326184,212,35,81.5318026618,138.24489179108073,16.391649193833455,24.02837476974044,0.014971222630430223,212,1315172,94.5282509565,98.86037929944068,770601.2608695652,1214443.2287177085,0.0,212,1,51.7022090287,481.1411275847897,2.9408095437102966,4.268658241898564,0.0,92.07134854,80.9840322280322,85.7,64.87075061778063,-0.04753772091686844,-0.0896132807392294,150.89380508,359.5347114738367,17.3,18.63313922963654,0.5017328417676484,0.03780325614491644,94.5282509565,98.86037929944068,770601.2608695652,1214443.2287177085,0.0,0.0,63.75271278,119.14667807933577,2.46,2.3317681825479255,0.025045673837509125,-0.11263716054636592,false,false,false,false,false,false,false,false,false,false,false,false,hybrid,826,21,none,true,d,07,none,0,840,840,812,5499,840,826,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.75058144,0.24941857,0.55085784,-0.55085784,13
1937200527,196,1096,"","303, Chanteclair Bldng, Sofouli 16 P.C.",2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:11,31,2019,"",Visa,Visa,067,Visa Gold,VISA.,2,VISA,false,9,2019,Credit,1,false,GOLD,2,Visa,CLASSIC,3,Visa,CREDIT,"","",5967,4,Recurring,"","",Cyprus,124,Canada,"","",0,0,00,Payment,Approved,"",0,00,451223,"","","","","",30.742524,false,false,false,"",Canada,124,460798,5011329,34.280000,840,"",102,14,P,Visa Gold,"",true,Foreign - REST,Transaction approved,1,Credit,"","","",0,false,"",0,0,1,1,"","",0.0,2019-08-01T00:00:11.000Z,2019-09-30,none,1564617611,30.742524,false,true,false,false,none,none,60,2,212,1872,20.9769885663,16.17110032343142,9639.831052631578,13837.075759261605,0.03204353083434099,212,7,31.4274650023,106.0501406056141,3.5638379693539144,4.826974796234061,0.0,210,2592003,30.3079053333,0.3435733293191817,2715825.3333333335,1417420.5808378353,0.0,212,32,53.6869342428,395.888949000754,3.9023380768095888,9.008493678736047,0.0067458564103618,15.21107506,15.417412756810977,8556.52,12785.485236958737,-0.3565566591622322,-0.07829046190677119,42.59551788,73.23661491673845,5.94,7.791701498703474,0.10530917558358038,0.4922673374014579,30.3079053333,0.3435733293191817,2715825.3333333335,1417420.5808378353,0.0,0.0,32.18671154,44.83635487242472,3.92,7.059051216816084,-0.054308721567166186,0.0019605856228884257,false,false,false,false,false,false,false,false,false,false,false,false,none,196,14,none,false,none,none,none,0,840,124,102,5967,124,196,1.0,0.0,1.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.19732401,0.80267596,-0.70155203,0.70155203,14
1937200569,196,2121,"","Lemesou VISION TOWER,  67, Floor 2",2019-08-01,1,4,AAABBwCBJzgElZSBmYEnAAAAAAA=,0,8,"",0,2019-08-01 00:00:12,31,2019,"",VisaDebit,Visa,005,VISA.,VISA.,14,VISA,false,3,2020,Debit,2,false,CLASSIC,2,Visa,CLASSIC,3,VisaDebit,DEBIT,NON USA CONSUMER DEBIT - NO PIN ACCESS,9,7995,1,ECOM,"","",Cyprus,203,Czech Republic,M,M,1,3,00,Payment,Approved,05,0,00,451161,"","","","","",50.000000,false,false,false,47,Czech Republic,203,494068,5014925,50.000000,978,"",812,21,F,Visa Classic,"",false,Foreign - EMEA,Transaction approved,2,Debit,"",83448096,YnVTTnRNT2JubFhvS0xmcDZYRTA=,0,true,2,1,1,1,1,"","",0.0,2019-08-01T00:00:12.000Z,2020-03-31,none,1564617612,50.0,true,false,true,false,false,none,243,2,212,163,42.1531259224,75.11348170589507,195.51655120144324,299.913309600905,0.0017512448214122352,212,1,46.8645957904,149.40966106895806,1.1172715908457374,2.391880109919856,0.0023676831909992613,94,883,52.2872340426,8.634293142676313,93461.6914893617,262622.06605957245,0.0,212,357,49.6128045140,139.30132855496439,107.78546503074705,166.90226206118686,0.0013336296954878863,47.81086472,96.51965286777697,114.06,97.23113845735988,0.07532254755215222,-0.2716003211389237,41.05819014,44.39212310639139,1.36,1.8926280184776223,-0.038862317261533254,0.1014801737543592,49.0,2.8571428571428568,103672.76,316809.4542817631,-0.3807183736155936,0.0388812283135494,80.88214032,173.11430622714553,123.46,131.5020307129614,0.224472631599217,0.09391445493714529,false,false,false,false,false,false,false,false,false,false,false,false,none,196,21,none,true,none,05,2,0,978,203,812,7995,203,196,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,31.0,0.0,1.0,0.0,31.0,3.0,0.0,0.8788494,0.121150605,0.9907896,-0.9907896,15
1937200553,826,SO30 2AF,"",Burlington House Grange Drive Hedge End,2019-08-01,1,"","",0,8,0,0,2019-08-01 00:00:12,31,2019,"",MasterCard,Mastercard,071,MC Platinum,MC Platinum,1,MASTERCARD,false,4,2020,Debit,2,false,PLATINUM,1,MasterCard,CIRRUS,65,MasterCard,CREDIT,"","",5817,1,ECOM,"","",United Kingdom,840,United States,M,M,1,1,00,Payment,Approved,21,0,00,529149,"","","","","",40.311449,false,false,false,"",United States,840,0001001,5014661,44.950000,840,"",812,21,MPL,Platinum Mastercard Card,MPL,true,Foreign - MASTER,Transaction approved,1,Credit,"","","",0,false,"",0,1,1,1,"","",0.0,2019-08-01T00:00:12.000Z,2020-04-30,none,1564617612,40.311449,false,true,true,false,none,none,273,2,212,2,27.2505965976,28.24027659527635,63.6444946318752,73.49572916642796,0.012271573751115334,212,2,22.7023520232,114.21756250871731,10.678632455711286,16.987175528586235,0.010960447082268336,198,112428,42.5061700588,27.566041380554818,1040053.7058823529,855034.253105743,0.0,212,1,51.7022169416,481.1410511717063,2.940808759958019,4.268657790034894,0.0,28.5595988,52.49170195173847,56.28,68.31560612931958,0.04635231521135139,-0.10020302833105595,13.59063026,17.867459287055617,22.94,19.671184768693568,-0.07977513758012982,0.721801427415354,42.5061700588,27.566041380554818,1040053.7058823529,855034.253105743,0.0,0.0,65.96369932,119.12795543479307,2.44,2.3487730188073837,0.029640959431063936,-0.11732230237034885,false,false,false,false,false,false,false,false,true,false,false,false,none,826,21,none,false,none,none,none,0,840,840,812,5817,840,826,1.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.5929729,0.40702713,0.1881344,-0.1881344,16
1937200549,470,STJ 1081,"",62/63 Morina Court Suite 4,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:12,31,2019,"",VisaDebit,Visa,005,VISA.,"",14,VISA,false,3,2024,Debit,2,false,CLASSIC,2,Visa,CLASSIC,3,VisaDebit,DEBIT,NON USA CONSUMER DEBIT - NO PIN ACCESS,9,7995,1,ECOM,"","",Malta,36,Australia,"","",0,0,00,Capture,Approved,"",0,"",462263,"","","","","",61.727025,false,false,false,307,Australia,36,400609,5015131,100.000000,36,1937174759,"",21,F,Visa Classic,"",false,"","",2,Debit,"","","","",true,"","","","","","","",0.0,2019-08-01T00:00:12.000Z,2024-03-31,none,1564617612,61.727025,true,false,true,false,false,none,1704,3,212,1,35.4629033195,67.52852424331343,30.761511075285068,120.71329699954794,0.0016408522487134226,212,0,46.8645959817,149.40965651420447,1.1172715836925387,2.3918800371466213,0.0023676831909992613,145,1802,27.9979036276,35.815322354449854,15472.320843091335,38077.50886513036,0.00117096018735363,212,1,36.0627996187,122.19508060986207,5.084034588403659,7.275587537907521,0.005907451180179134,37.87570206,49.91347543045764,30.12,89.13247192252894,0.03573006766453826,-0.0053143364586211985,41.46525488,44.37866266800552,1.3,1.854393569392453,-0.036137832237012585,0.07639530974364674,70.40473924,69.99066499217133,9570.04,13843.175229958877,1.184041712446885,-0.15500701119910637,34.59596582,50.72147412719768,5.18,5.301867210555858,-0.012004033152391977,0.01319005662378994,true,true,false,false,false,false,false,false,false,false,false,false,none,470,21,none,false,none,none,none,none,36,036,none,7995,036,470,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.8691592,0.13084076,0.94677263,-0.94677263,17
1937200555,826,NW10 7PN,"","Suite 617, Crown House, North Circular Road",2019-08-01,1,"","",0,8,0,0,2019-08-01 00:00:12,31,2019,"",MasterCard,Mastercard,072,MC Word Elite,MC Word Elite,1,MASTERCARD,false,3,2024,Credit,1,false,WORLD ELITE,1,MasterCard,MASTERCARD STANDARD,33,MasterCard,CREDIT,"","",5699,1,ECOM,"","",United Kingdom,840,United States,M,M,1,1,00,Payment,Approved,21,0,00,552486,"","","","","",119.876114,false,false,false,"",United States,840,0011660,5015851,133.670000,840,"",812,21,MWE,World Elite Mastercard Card,MWE,false,Foreign - MASTER,Transaction approved,1,Credit,"","","",0,true,"",0,1,1,1,"","",0.0,2019-08-01T00:00:12.000Z,2024-03-31,none,1564617612,119.876114,true,false,true,false,none,none,1704,3,212,33,58.1776557132,57.895003258957765,234.53241914419604,356.0148311671073,0.0036478261731527923,212,1,69.4769294486,126.10131408900475,66.19635061292934,83.80912601296855,0.00423466717419232,56,627607,69.9205910000,19.128913275300608,1627931.3333333333,846218.7264297177,0.0,212,0,51.7022059962,481.1410890202844,2.9408092321099613,4.268657970065147,0.0,61.882154,75.37486309785898,69.54,63.10574539644402,0.06398649414061182,-0.46344254424263415,73.10603484,78.40387998859002,44.5,38.71731669737584,0.028779282893424175,-0.2588781394710173,69.920591,19.128913275300608,1627931.3333333333,846218.7264297177,0.0,0.0,63.69172994,119.1620233742917,2.46,2.3317681825479255,0.024918935874326326,-0.11263709472197965,false,false,false,false,true,false,false,false,false,false,true,false,none,826,21,none,false,none,none,none,0,840,840,812,5699,840,826,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0,27.0,0.0,0.0,0.0,0.6053765,0.39462352,0.21395916,-0.21395916,18
1937200573,124,V6C 3E8,BC,2200 HSBC Building / 885 West Georgia Street,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:13,31,2019,"",Visa,Visa,062,Visa Infinite,Visa Infinite,2,VISA,false,6,2021,Credit,1,false,INFINITE,2,Visa,CLASSIC,3,Visa,CREDIT,"","",7399,4,Recurring,"","",Canada,630,Puerto Rico,"","",0,1,00,Payment,Approved,"",0,00,454905,"","","","","",286.978054,false,false,false,"",Puerto Rico,630,432400,5010371,320.000000,840,"",102,25,I,Visa Infinite,"",true,Foreign - REST,Transaction approved,1,Credit,"","","",0,true,"",1,0,1,1,"","",0.0,2019-08-01T00:00:13.000Z,2021-06-30,none,1564617613,286.978054,true,true,false,false,none,none,699,2,212,7159,380.5748643344,888.9292598188374,4492.021835132483,11777.144917617603,0.004674046740467405,212,13,115.4210570363,486.49168669767676,30.36841110493986,44.46820799282855,0.006461138257109713,0,742956,286.9780540000,0.0,742956.0,0.0,0.0,212,1342,51.9623641247,127.7269608710517,749.8871601703243,978.3746035134631,0.014623506667327616,1184.0200552,3136.533892175473,6693.12,14329.536998715314,0.9038347899914342,0.1868957357886343,114.1380239,231.46227294301167,57.18,71.57718539721826,-0.0026373177001425886,0.6029383711478565,286.978054,0.0,0.0,0.0,0.0,0.0,125.72302336,514.6864595515548,601.44,636.1082297848378,0.5774869982991764,-0.15172834580663916,false,false,false,true,false,false,false,true,false,true,true,false,none,124,25,none,true,none,none,none,0,840,630,102,7399,630,124,0.0,0.0,1.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,44.0,1.0,2.0,12.0,44.0,19.0,0.0,0.7425639,0.25743607,0.52966875,-0.52966875,19
1937200599,528,5971 BV,"",Lottumseweg 43,2019-08-01,1,"","",0,8,0,0,2019-08-01 00:00:16,31,2019,"",MasterCardDebit,Mastercard,010,MasterCard,MasterCard,1,MASTERCARD,false,12,2022,Credit,1,false,STANDARD,1,MasterCard,MASTERCARD STANDARD,33,MasterCard,DEBIT,"","",5967,1,ECOM,"","",Netherlands,280,Germany,"","",0,3,00,Payment,Approved,21,0,00,535596,"","","","","",25.000000,false,false,false,"",Germany,840,0010536,5009209,25.000000,978,"",812,21,MDS,Debit Mastercard Card,MDS,true,Foreign - EEA,Transaction approved,2,Debit,"","","",0,false,"",1,0,1,1,"","",0.0,2019-08-01T00:00:16.000Z,2022-12-31,none,1564617616,25.0,false,true,false,false,none,none,1248,3,212,306,35.2497700483,38.32737179271216,383.0604856419802,628.6227027120477,0.002559084750865573,212,5,31.4274648690,106.05013028916989,3.5638386379139733,4.826974564614326,0.0,212,90036,28.8063063063,18.847887308081777,85428.53603603604,154010.60695670586,0.0,212,10,96.5837696006,203.06613219352022,11.921529002188807,20.77168950936444,0.003483803690893202,27.8,30.94036396762293,257.2,337.019408391643,-0.19437205578798786,-0.20021625865401327,42.85016836,73.17149131053992,6.02,7.781427391224437,0.10771041449787368,0.5088407509108707,22.4,13.561650612920936,30910.6,54025.74624100957,-0.33989519364077725,-0.35398819025082895,56.4018057,62.490540407108995,28.46,30.516111502360356,-0.19787624586411554,0.7962024942821915,false,false,false,false,false,false,false,false,false,false,false,true,none,528,21,none,true,none,none,none,0,978,276,812,5967,276,528,1.0,0.0,1.0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,1.0,1.0,8.0,2.0,0.0,0.78682154,0.21317849,0.6529358,-0.6529358,20
1937200595,196,1087,"","Riga Feraiou 7-9, Lizantia court, office 310",2019-08-01,1,4,jHHNo3eRRg0dCBICLd9HAQEAAAA=,0,8,0,0,2019-08-01 00:00:16,31,2019,"",MasterCardDebit,Mastercard,010,MasterCard,MC Immediate DB,16,MASTERCARD,false,7,2021,Debit,2,false,STANDARD,1,MasterCard,MASTERCARD STANDARD,33,MasterCardDebit,DEBIT,"","",7995,1,ECOM,"","",Cyprus,250,France,M,M,1,0,00,Payment,Approved,21,0,00,529097,"","","","","",100.000000,false,false,false,"",France,250,0015391,146709,100.000000,978,"",102,21,TCS,Mastercard Standard Card—Immediate Debit,TCS,false,Foreign - EEA,Transaction approved,2,Debit,"",83448108,OXRTU2pKeFRxc0VzTk51ZFBjSzA=,2,true,"",1,1,1,1,"","",0.0,2019-08-01T00:00:16.000Z,2021-07-31,none,1564617616,100.0,true,false,true,false,none,none,730,2,55,132,47.4106227014,68.18755263062985,75.04728657569025,1408.1362264663533,1.5755199215741194E-4,212,4,46.8645968882,149.4096520025344,1.1172715155424866,2.3918799801148296,0.0023676831909992613,51,2767,30.4339622642,25.36333842152538,24051.811320754718,72487.28347029306,0.0,212,25,52.8761863632,102.7693926399543,4.515619141111796,7.034577385994338,0.0,41.14,71.68838746937459,90.78,136.0264515092711,-0.0919613985175241,0.011172721167603365,42.57634134,44.17198962251316,1.16,1.670390397970682,-0.02870132880121599,0.01786397512113547,19.68,17.14933211051482,18485.18,43140.448993192986,-0.42399632435899365,-0.07679459146839251,53.95107934,64.70783688083935,5.3,4.8497843419337014,0.010459271473616825,0.11150362215786917,false,true,false,false,true,false,false,true,false,false,false,false,none,196,21,none,true,none,none,none,2,978,250,102,7995,250,196,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,3.0,0.0,0.79244167,0.20755836,0.66985315,-0.66985315,21
